,discipline,department,course_code,level,course_title,description,description_length,complexity,num_questions,num_pronouns,student_references,informality,enrollment,logistics,crosslisted,DIAP,WRIT,FYS,SOPH,notes
109,stem,MATH,MATH 0180,0,Intermediate Calculus,"Three-dimensional analytic geometry. Differential and integral calculus for functions of two or three variables: partial derivatives, multiple integrals, line integrals, Green's Theorem, Stokes' Theorem. ",24,-16.85,0,0,0,0.0,123,"Prerequisite: MATH 0100, 0170, or 0190.",,,0,,,3 sections
110,stem,MATH,MATH 0190,0,Advanced Placement Calculus (Physics/Engineering),"Covers roughly the same material and has the same prerequisites as MATH 0170, but is intended for students with a special interest in physics or engineering. The main topics are: calculus of vectors and paths in two and three dimensions; differential equations of the first and second order; and infinite series, including power series and Fourier series.",57,34.09,0,0,1,0.017543859649122806,57,The extra hour is a weekly problem session.,,,0,,,
111,stem,MATH,MATH 0200,0,Intermediate Calculus (Physics/Engineering),"Covers roughly the same material as MATH 0180, but is intended for students with a special interest in physics or engineering. The main topics are: geometry of three-dimensional space; partial derivatives; Lagrange multipliers; double, surface, and triple integrals; vector analysis; Stokes' theorem and the divergence theorem, with applications to electrostatics and fluid flow.",53,10.74,0,0,1,0.018867924528301886,89,"The extra hour is a weekly problem session. Recommended prerequisite: MATH 0100, 0170, or 0190.",,,0,,,3 sections
112,stem,MATH,MATH 0350,0,Honors Calculus,"A third-semester calculus course for students of greater aptitude and motivation. Topics include vector analysis, multiple integration, partial differentiation, line integrals, Green's theorem, Stokes' theorem, the divergence theorem, and additional material selected by the instructor. ",35,-5.52,0,0,1,0.02857142857142857,68,Prerequisite: Advanced placement or written permission.,,,0,,,2 sections
113,stem,MATH,MATH 0520,0,Linear Algebra,"Vector spaces, linear transformations, matrices, systems of linear equations, bases, projections, rotations, determinants, and inner products. Applications may include differential equations, difference equations, least squares approximations, and models in economics and in biological and physical sciences. ",36,-6.02,0,0,0,0.0,246,MATH 0520 or MATH 0540 is a prerequisite for all 1000-level courses in Mathematics except MATH 1260 or MATH 1610. Recommended prerequisite: MATH 0100 or equivalent. May not be taken in addition to MATH 0540.,,,0,,,3 sections
114,stem,MATH,MATH 0540,0,Honors Linear Algebra,"Linear algebra for students of greater aptitude and motivation, especially mathematics and science concentrators with a good mathematical preparation. Matrices, linear equations, determinants, and eigenvalues; vector spaces and linear transformations; inner products; Hermitian, orthogonal, and unitary matrices; and Jordan normal forms. Provides a more extensive treatment of the topics in MATH 0520. ",52,11.62,0,0,1,0.019230769230769232,37,Recommended prerequisites: MATH 0100 or equivalent.,,,0,,,2 sections
115,stem,MATH,MATH 0750,0,Introduction to Higher Mathematics,"This year-long class will expose students to six fundamental areas of mathematics. It will be team taught by six members of the faculty. Fall topics will include logic, combinatorics, and analysis. Spring topics will include number theory, algebra, and geometry. Approximately 4 weeks will be devoted to each topic.",49,44.61,0,0,1,0.02040816326530612,13,,,,0,,,Year-long
116,stem,MATH,MATH 1060,1,Differential Geometry,"The study of curves and surfaces in 2- and 3-dimensional Euclidean space using the techniques of differential and integral calculus and linear algebra. Topics include curvature and torsion of curves, Frenet-Serret frames, global properties of closed curves, intrinsic and extrinsic properties of surfaces, Gaussian curvature and mean curvature, geodesics, minimal surfaces, and the Gauss-Bonnet theorem.",55,26.64,0,0,0,0.0,4,,,,0,,,
117,stem,MATH,MATH 1110,1,Ordinary Differential Equations,"Ordinary differential equations, including existence and uniqueness theorems and the theory of linear systems. Topics may also include stability theory, the study of singularities, and boundary value problems.",28,14.97,0,0,0,0.0,6,,,,0,,,
118,stem,MATH,MATH 1130,1,Functions of Several Variables,"A course on calculus on manifolds. Included are differential forms, integration, and Stokes' formula on manifolds, with applications to geometrical and physical problems, the topology of Euclidean spaces, compactness, connectivity, convexity, differentiability, and Lebesgue integration. ",35,-13.98,0,0,0,0.0,25,It is recommended that a student take a 1000-level course in analysis (MATH 1010 or MATH 1260) before attempting MATH 1130.,,,0,,,
119,stem,MATH,MATH 1260,1,Complex Analysis,"Examines one of the cornerstones of mathematics. Complex differentiability, Cauchy-Riemann differential equations, contour integration, residue calculus, harmonic functions, geometric properties of complex mappings. ",23,-16.35,0,0,0,0.0,29,"Prerequisite: MATH 0180, 0200, or 0350. This course does not require MATH 0520 or 0540.",,,0,,,
120,stem,MATH,MATH 1530,1,Abstract Algebra,"An introduction to the principles and concepts of modern abstract algebra. Topics include groups, rings, and fields; applications to number theory, the theory of equations, and geometry. ",27,32.39,0,0,0,0.0,46,MATH 1530 is required of all students concentrating in mathematics.,,,0,,,
121,stem,MATH,MATH 1580,1,Cryptography,"The main focus is on public key cryptography. Topics include symmetric ciphers, public key ciphers, complexity, digital signatures, applications and protocols. ",21,10.06,0,0,0,0.0,27,MATH 1530 is not required for this course. What is needed from abstract algebra and elementary number theory will be covered. Prerequisite: MATH 0520 or MATH 0540.,,,0,,,
122,stem,MATH,MATH 1610,1,Probability,"Basic probability theory. Sample spaces; random variables; normal, Poisson, and related distributions; expectation; correlation; and limit theorems. Applications in various fields (biology, physics, gambling, etc.). ",25,-13.1,0,0,0,0.0,15,"Prerequisites: MATH 0180, 0200 or 0350.",,,0,,,
123,stem,MATH,MATH 2050,2,Algebraic Geometry,"Complex manifolds and algebraic varieties, sheaves and cohomology, vector bundles, Hodge theory, Kähler manifolds, vanishing theorems, the Kodaira embedding theorem, the Riemann-Roch theorem, and introduction to deformation theory.",28,-24.63,0,0,0,0.0,5,,,,0,,,
124,stem,MATH,MATH 2110,2,Introduction to Manifolds,"Inverse Function Theorem, manifolds and submanifolds, tangent and cotangent bundles, transversality, flows and vector fields, Frobenius Theorem, vector bundles, tensors and differential forms, Sard’s Theorem, introduction to Lie groups.",29,-0.27,0,0,0,0.0,14,,,,0,,,
125,stem,MATH,MATH 2210,2,Real Function Theory,"Real numbers, outer measures, measures, Lebesgue measure, integrals of measurable functions, Holder and Minkowski inequalities, modes of onvergence, L^p spaces, product measures, Fubini's Theorem, signed measures, Radon-Nikodym theorem, dual space of L^p and of C, Hausdorff measure.",37,8.54,0,0,0,0.0,33,,,,0,,,
126,stem,MATH,MATH 2250,2,Complex Function Theory,"Introduction to the theory of analytic functions of one complex variable. Content varies somewhat from year to year, but always includes the study of power series, complex line integrals, analytic continuation, conformal mapping, and an introduction to Riemann surfaces.",39,26.3,0,0,0,0.0,11,,,,0,,,
127,stem,MATH,MATH 2410,2,Topology,"An introduction to algebraic topology. Topics include fundamental group, covering spaces, simplicial and singular homology, CW complexes, and an introduction to cohomology.",22,-15.84,0,0,0,0.0,10,,,,0,,,
128,stem,MATH,MATH 2510,2,Algebra,"Basic properties of groups, rings, fields, and modules. Topics include: finite groups, representations of groups, rings with minimum condition, Galois theory, local rings, algebraic number theory, classical ideal theory, basic homological algebra, and elementary algebraic geometry.",36,-6.02,0,0,0,0.0,23,,,,0,,,
129,stem,MATH,MATH 2530,2,Number Theory,"Introduction to algebraic and analytic number theory. Topics covered during the first semester include number fields, rings of integers, primes and ramification theory, completions, adeles and ideles, and zeta functions. Content of the second semester varies from year to year; possible topics include class field theory, arithmetic geometry, analytic number theory, and arithmetic K-theory. ",54,10.91,0,0,0,0.0,4,Prerequisite: MATH 2510.,,,0,,,
130,stem,MATH,MATH 2710V,2,Geometry and Illustration,Graduate topics course in geometry and Illustration.,7,5.15,0,0,0,0.0,5,,,,0,,,
131,stem,MATH,MATH 2710W,2,Neron Models,"This is an advanced graduate course, intended for graduate students already familiar with algebraic geometry at the level of a first course. Topics will include the degeneration of algebraic varieties, and abelian varieties in particular, using Neron models and, time permitting, logarithmic geometry.",43,15.81,0,0,1,0.023255813953488372,4,,,,0,,,
133,social_science,ANTH,ANTH 0066D,0,Who Owns the Past?,"Examines the role of the past in the present. Using examples from the U.S. and other parts of the world, we will look at how archaeological evidence is implicated in contemporary cultural and political issues. Students will learn that the past is not just the focus of archaeologists’ interest and scientific inquiries, but is also a subject romanticized by antiquarians, mobilized in nation-building, marketed for profit, re-enacted as entertainment, consumed by tourists, and glorified in commemoration. Understanding these different and competing valuations, claims, and uses of the archaeological past will provide an introduction to why the past matters in the present and to the future. ",105,19.4,0,1,0,0.009523809523809525,11,Enrollment limited to 19 first year students.,,TRUE,0,TRUE,,Enrollment limited to students with a semester level of 01 or 02.
134,social_science,ANTH,ANTH 0300,0,Culture and Health,"An introduction to the field of Medical Anthropology. Lecture reading and discussion will examine the social context of health and illness, looking at the diverse ways in which humans use cultural resources to cope with disease and develop medical systems. The course will provide an introduction to the overall theoretical frameworks that guide anthropological approaches to studying human health related behavior. Medical anthropology offers a unique and revealing perspective on the cultural diversity that characterizes human experiences of sexuality, disease, aging, mental illness, disability, inequality and death.",87,15.51,0,0,0,0.0,132,,,TRUE,1,,,
135,social_science,ANTH,ANTH 0310,0,Human Evolution,"Examination of theory and evidence on human evolution in the past, present and future. Topics include evolution and adaptation, biocultural adaptation, fossil evidence, behavioral evolution in primates, human genetic variation and contemporary human biological variation.",35,-5.52,0,0,0,0.0,65,,,,0,,,
136,social_science,ANTH,ANTH 1125,1,Indigenous Archaeologies,"This is an intro. to Indigenous archaeology, sometimes defined as archaeology ""by, for and with Indigenous peoples."" These approaches combine the study of the past with contemporary social justice concerns. However, they are more than this. In addition to seeking to make archaeology more inclusive of and responsible to Indigenous peoples, they seek to contribute a more accurate understanding of archaeological record. They thus do not reject science, but attempt to broaden it through a consideration of Indigenous epistemologies. This course covers topics as the history of anthropological archaeology, Indigenous knowledge and science, decolonizing methodologies, representational practices and NAGPRA.",99,20.89,0,0,0,0.0,7,,ARCH 1056,TRUE,0,,,
137,social_science,ANTH,ANTH 1150,1,Middle East in Anthropological Perspective,"A seminar focusing on anthropological methods of analyzing and interpreting Middle Eastern cultures and societies. Emphasizes the study of kinship, tribal structure, social organization and gender relations, ethnic groups relations, and urban-rural distinctions. Draws upon insights from these topics as a basis for understanding contemporary social, economic, and political dynamics in the region.",53,11.21,0,0,0,0.0,11,,,,0,,,
138,social_science,ANTH,ANTH 1253,1,The Visual in Anthropology: Documentary Films and Society,This lecture course entails an introduction of the history of anthropology complemented with cinematic documentary films. Anthropological text is used to demonstrate continuity between the visual and the written word in select films screened for the course. Weekly topics address the anthropology of exclusive authors to critically juxtapose their work with discussion on either the convergence or discontinuity in the uses of the documentary films. Do films inform us or deviate from our understanding of the written anthropological ethnographies? How do we read culture from the visual? Is culture or the social readable or not?,95,38.52,3,3,0,0.06315789473684211,20,,,,0,,,
139,social_science,ANTH,ANTH 1300,1,Anthropology of Addictions and Recovery,"The purpose of this course is to consider the uses and misuses alcohol, tobacco and drugs, and approaches to recovery from addictions. We will read some of the major cross cultural, ethnographic, linguistic, and social-political works on addictions. Students will conduct their own anthropological interviews regarding substance misuse and recovery as well as observe a local 12 step recovery meeting in the community. Students will engage in discussions of recovery with community partners. ",73,27.52,0,0,0,0.0,16,Enrollment limited to 20.,,TRUE,0,,,
140,social_science,ANTH,ANTH 1423,1,"Migrants, Political Activism and the Racialization of Labor ","Histories of white nationalism in US law and discourse to criminalize, marginalize and racialize migrant progressive politics and labor activities are explored through first-hand and secondary sources, discussions and site visits. Migrants challenging limitations on civic rights as a result of fluid and contradictory intersections of racial and ethnic categorizations are examined through a primary case example of Portuguese-speaking workers in North America over the 20th century from Europe, Atlantic Islands and Africa. Topics include socialist and communist labor movement; anti-immigrant laws; industrial capitalism’s exploitation of migrant workers and role in racial marginalization; migrant agency and action for change.",99,12.6,0,0,0,0.0,7,In English,POBS 1601M,TRUE,1,,,
141,social_science,ANTH,ANTH 1553,1,Energy and Power,"This course explores how physical energy infrastructures configure social and political power across human societies. It enables students to understand contemporary energy challenges not simply as a matter of scarce or unsustainable material resources but also as a matter of socioeconomic inequality, geopolitical instability, structural racism and sexism, indigenous sovereignty, and other social issues. In introducing students to the complex operations of coal, oil, solar, wind, gas, and other energy resources, this course offers a conceptual framework for making sense of the intersecting material and social dynamics of political power, and for navigating today's greatest resource challenges.",97,4.85,0,0,2,0.020618556701030927,20,,,,0,,,
142,social_science,ANTH,ANTH 1599,1,Politics of Indigeneity in Brazil,"This course examines the politics of indigeneity in Brazil. First, it examines the relationship between native peoples and settlers, especially the Jesuits, Portuguese colonists, and the Portuguese Crown. Our purpose is to understand images of savagery and innocence as part of colonial imaginary in Brazilian’s imaginary about natives. Next, we will explore how indigenous peoples were understand by scientists and naturalists, and how these discussions are important in understanding notions about race in Brazil. Finally, we examine the relationships between native peoples and the State during the Republic, with a focus on contemporary issues, such as development, the environment, and social movements.",102,33.85,0,2,0,0.0196078431372549,4,,LACA 1503Q,TRUE,0,,,
143,social_science,ANTH,ANTH 1621,1,Material Culture Practicum,"Combines theory with hands-on study of artifacts from historical archaeological contexts in North and Latin America. Students will gain skills and experience in artifact identification, dating, recording, analysis, and interpretation, and will conduct individual or team research projects on material things as products of everyday life and history. ",48,13.28,0,0,0,0.0,8,Enrollment limited to 15.,ARCH 1852,,0,,,
144,social_science,ANTH,ANTH 1681,1,Treaty Rights and Food Fights: Eating Local in Indian Country,"In many Native American communities the push to ""eat local"" is often based on reviving a traditional food culture as well as a way of promoting better health. This class explores the disparate health conditions faced by Native communities, and the efforts by many groups to address these health problems through increasing community access to traditional foods, whether by gardening projects or a revival of hunting and fishing traditions. We will examine the ways in which Native food movements have converged and diverged from general American local food movements, and the struggles they often face in reviving treaty-guaranteed food ways.",100,37.68,0,0,0,0.0,17,,ETHN 1750B,TRUE,0,,,
145,social_science,ANTH,ANTH 1720,1,The Human Skeleton,"More than simply a tissue within our bodies, the human skeleton is a gateway into narratives of the past--from the evolution of our species to the biography of individual past lives. Through lecture and hands-on laboratory, students will learn the complete anatomy of the human skeleton, with an emphasis on the human skeleton in functional and evolutionary perspective. We'll also explore forensic and bioarchaeological approaches to the skeleton. By the course conclusion, students will be able to conduct basic skeletal analysis and will be prepared for more advanced studies of the skeleton from medical, forensic, archaeological, and evolutionary perspectives.",99,29.38,0,2,2,0.04040404040404041,17,,ARCH 1772,,0,,,"Enrollment limited to students with a semester level of 03, 04, 05, 06, 07, 08, 09, 10, 11, 12 or 13."
146,social_science,ANTH,ANTH 1830,1,The Pictured Text,"Writing makes language visible, and thus concerns images. Language also delimits the legibility of imagery. Turning words into images and images into words occurs at great speed around us. This course explores the relation of text and image across world traditions—Chinese, Mayan, Egyptian, Islamic, Greco-Roman, and others, extending up to the present. Topics include: calligraphy, context, scribal practice, the form and shape of writing, including typography, hidden or pseudo-writing, graffiti, and contemporary art.",73,39.74,0,1,0,0.0136986301369863,4,,ARCH 1877,,0,,,
147,social_science,ANTH,ANTH 1901,1,Anthropology in/of the Museum,"This course provides an introduction to museums from an anthropological perspective. Topics include politics of representation and the construction of the “Other”; objects, identity, and meaning; collecting and cultural property; and collaboration, community engagement, and indigenous self-representation. Assignments involve work with the Haffenreffer Museum of Anthropology’s exhibitions and collections. The course focuses on museums dedicated to natural and cultural history, but establishes theoretical and practical grounding for thinking about and working in other disciplines and other kinds of display institutions. It is suitable for both undergraduate and graduate students. ",89,2.65,0,0,1,0.011235955056179775,15,There are no prerequisites; but familiarity with anthropology is presumed.,ARCH 1162,,0,,,
148,social_science,ANTH,ANTH 1911,1,Gender and Sexuality in the Middle East,"The aim of this course is to offer an overview of the key issues in the study of gender and sexuality with reference to the Middle East. It will provide a gendered understanding of prevailing structures, ideologies, social practices and trends for those students interested in Middle East societies, cultures and politics, as well as those interested in women and gender studies. While the course focuses on anthropological approaches, it is interdisciplinary in scope, with readings and theoretical underpinnings ranging from anthropology to history, sociology, political science, to cultural studies.",90,15.65,0,0,1,0.011111111111111112,13,,,,0,,,
149,social_science,ANTH,ANTH 1940,1,Ethnographic Research Methods,To understand the different theoretical assumptions that shape research efforts; to examine how hypotheses and research questions are formulated; and to appreciate the ethical and scientific dimensions of research by hands-on experience in fieldwork projects. ,35,-6.36,0,0,0,0.0,17,Prerequisite: One Anthropology course.,,,1,,,
150,social_science,ANTH,ANTH 2000,2,History of Ethnological Theory,"An examination of the intellectual roots and the development of theory and method in anthropology, from the discipline's origins in the nineteenth century to 1940, with an emphasis on sociocultural anthropology.",31,-2.3,0,0,0,0.0,6,,,,0,,,
151,social_science,ANTH,ANTH 2045,2,Proposal Writing Workshop for Anthropological Fieldwork,"This course is designed for third-year graduate students in any subfield of anthropology or closely related fields who are writing grant proposals for dissertation research. Student grant proposals will be pre-circulated and workshopped. Students will gain familiarity with the format for writing successful proposals, with the strategies needed to operationalize them, and with the everyday academic labor of both offering and responding to substantive feedback.",65,24.07,0,0,1,0.015384615384615385,6,,,,0,,,Enrollment is limited to Graduate level students.
152,social_science,ANTH,ANTH 2055,2,"Infrastructure, Inequality and Ignorance","This seminar provides an introduction to three literatures: those on infrastructure, inequality, and knowledge/ignorance. We will examine the concepts as distinct ones as well as in relation to their overlapping concerns. Cases are drawn from a wide variety of mainly contemporary settings around the world. The emphasis will be on ethnographic and textual approaches to the issues. Appropriate for graduate students from across the social sciences.",66,41.16,0,0,1,0.015151515151515152,7,,,,0,,,
153,social_science,ANTH,ANTH 2130,2,Biopolitics,"Foucault’s concept of biopolitics transformed how anthropologists understand power, agency, modernity, and, more broadly, life itself. As a theoretical tool, it has informed a range of contemporary social science—from intersectional research on reproductive health to theories of the postcolonial state to ethnographies on consumerism. This course will introduce graduate students to the core components and theoretical lineages of biopolitics, and recent ethnographic and archival work that builds on and challenges Foucault’s seminal texts. We will highlight the work of Black, indigenous, women, and queer scholars who have sharpened our discipline’s apprehension of biopolitics through intersectional, postcolonial, and anti-racist perspectives.",99,20.92,0,1,1,0.020202020202020204,5,,,,0,,,Enrollment is limited to Graduate level students.
154,social_science,ANTH,ANTH 2501,2,Principles of Archaeology,"Examines theoretical and methodological issues in anthropological archaeology. Attention is given to past concerns, current debates, and future directions of archaeology in the social sciences.",25,-8.9,0,0,0,0.0,9,,ARCH 2006,,0,,,
155,social_science,ANTH,ANTH 2590,2,"Space, Power, and Politics","This course critically examines the politics of space and landscape from an interdisciplinary perspective. After reading key texts in political philosophy and cultural geography, we explore themes in recent scholarship including the spatial production of sovereignty, capital, and political subjectivity and the evolving role of digital cartography in public culture and politics. Case studies are drawn from archaeology, art history, ethnography, cultural geography, and history.",65,7.15,0,1,0,0.015384615384615385,18,,ARCH 2412,,0,,,Enrollment is limited to Graduate level students.
156,social_science,EDUC,EDUC 0410A,0,"New Faces, New Challenges: Immigrant Students in U.S. Schools","What challenges do immigrant students face in adapting to a new system of education? By comparing and contrasting the perspectives education stakeholders--students, teachers, administrators, and parents--this course examines a number of key contributions to the study of the immigrant experience in education, as well as a selection of memoirs and films about the pathways these newcomers take in navigating school and (trans)forming their developing identities. ",65,13.11,1,0,2,0.046153846153846156,19,Enrollment limited to 19 first year students.,,,0,TRUE,,
157,social_science,EDUC,EDUC 0610,0,Brown v. Board of Education,"Using sources in history, education, and law this course will explore the landmark Supreme Court case of Brown v. Board of Education which found school segregation unconstitutional and challenged the entire foundation of legal segregation. We will explore the legal, political, and social issues that culminated in Brown and examine the development and deployment of remedies, with particular emphasis on school integration and educational equity. We will consider the legacy of Brown for education and explore the meaning of equity in the past and present. ",85,32.94,0,0,0,0.0,20,Enrollment limited to 20 sophomore students.,,TRUE,1,,TRUE,
158,social_science,EDUC,EDUC 0800,0,Introduction to Human Development and Education,"Introduces students to the study of human development and education from infancy through young adulthood. This course provides a broad overview of scientific and theoretical understanding of how children develop and how research is generated in the field. Major topics include biological foundations, cognition, language, emotion, social skills, and moral understanding based on developmental theories and empirical research. We will attend to variations in cultural, ethnic, gender, socioeconomic, and other forms of human diversity in social contexts (e.g., family and schools) and how the person-context fit may influence children’s developmental trajectories. The course also covers educational contexts, processes, and outcomes.",100,17.34,0,0,1,0.01,47,,,,0,,,
159,social_science,EDUC,EDUC 0900,0,Fieldwork and Seminar in Secondary Education,"Combines study of current educational issues with extensive fieldwork that allows the student to observe how these issues translate themselves into reality on a daily basis. Each student reads and discusses recent writing about educational history, theory, and practice, and observes a class in a local school for 32 hours. The final paper synthesizes reading and observations.",57,35.27,0,0,2,0.03508771929824561,12,,,,0,,,
160,social_science,EDUC,EDUC 1020,1,The History of American Education,"This course is an introduction to the history of American education with an emphasis on K-12 public schooling. Using primary and secondary sources, we will explore the development of public schools and school systems, debates over aims and curriculum, conflicts over school governance and funding, and struggles for equity and inclusion over time. We will analyze the relationship between schooling, capitalism, and democracy. Finally, in exploring how different generations have defined and tried to solve educational dilemmas, we’ll consider how this history might help us approach education today.",88,32.22,0,3,0,0.03409090909090909,37,,,,0,,,
161,social_science,EDUC,EDUC 1080A,1,Analysis of Teaching: English,,0,206.84,0,0,0,0.0,0,,,,0,,,"Students with a semester level of 01, 02, 03, 04, 05 or 06 may not enroll. Enrollment limited to students in the Education Studies (AB) or Secondary Education English (MAT) programs."
162,social_science,EDUC,EDUC 1080B,1,Analysis of Teaching: History and Social Studies,,0,206.84,0,0,0,0.0,0,,,,0,,,"Students with a semester level of 01, 02, 03, 04, 05 or 06 may not enroll. Enrollment limited to students in the Education Studies (AB) or Secondary Education English (MAT) programs."
163,social_science,EDUC,EDUC 1080C,1,Analysis of Teaching: Science,,0,206.84,0,0,0,0.0,0,,,,0,,,"Students with a semester level of 01, 02, 03, 04, 05 or 06 may not enroll. Enrollment limited to students in the Education Studies (AB) or Secondary Education English (MAT) programs."
164,social_science,EDUC,EDUC 1090,1,Adolescent Literature,"What are teens and tweens reading? What should they read? Do books that adults view as “trashy” ruin kids’ literary sensibilities? Provide access to the wider world of academic discourse? How can reading adolescent literature provide adolescents with a path toward holding a reader identity? This course will present a general overview of the historical, socio-cultural, academic, and political issues that provide context for the use and availability of adolescent literature today. It presents a strong introduction to contemporary texts that interest adolescents inside and outside of the classroom. Particular attention is paid to issues of reading engagement for striving adolescent readers, issues of access to literacy through adolescent literature, ways that adolescent literature can be paired with the classics, and issues of censorship in American public school classrooms and public libraries. Students in this course will walk away with an understanding of the place of adolescent literature in today’s debates as well as a background in choosing, reading, and analyzing the literature itself. Written assignments include weekly reading responses, an annotated bibliography, and a short, 3-5 page paper. There is a substantial amount of independent self-selected reading as well as one collaborative group project with a presentation.",198,36.28,5,0,0,0.025252525252525252,26,,,,0,,,
165,social_science,EDUC,EDUC 1110,1,Introductory Statistics for Education Research and Policy Analysis,"This course provides an introduction to applied statistics for conducting quantitative research in the social sciences, with a focus on education policy. Students will become acquainted with the fundamentals of probability, descriptive and summary statistics, tabular and graphical methods for displaying data, statistical inference, analytic methods for exploring relationships with both categorical and continuous measures, and multivariate regression. Concepts and methods are taught using real-world examples with multiple opportunities for students to apply these methods in practice. The course uses the statistical software program, STATA.",85,7.56,0,0,1,0.011764705882352941,39,,,,0,,,
166,social_science,EDUC,EDUC 1150,1,"Education, the Economy and School Reform","This seminar examines the linkages between educational achievement and economic outcomes for individuals and nations. We study a range of system, organizational, and personnel reforms in education by reviewing the empirical evidence and debating which reforms hold promise for improving public education and closing persistent achievement gaps. Understanding and critiquing the experimental, quasi-experimental and descriptive research methods used in the empirical literature will play a central role in the course. ",70,5.53,0,0,0,0.0,9,"Prerequisites: Education and PP concentrators, EDUC 1130 and EDUC 1110 (or equivalent); Economics concentrators, ECON 1110 or ECON 1130, and ECON 1620. Enrollment limited to 20.",,,1,,,"Enrollment limited to students in the Economics (AB), Education Studies (AB) or Public Policy (AB) programs."
167,social_science,EDUC,EDUC 1270,1,Adolescence in Social Context,"Both an individual and a collective perspective on adolescence are used to provide an understanding of how this life stage is differently experienced by youth cross-culturally. Readings include theoretical and empirical papers from such areas as psychology, sociology, anthropology, and education.",41,-0.1,0,0,0,0.0,59,,,,0,,,
168,social_science,EDUC,EDUC 1450,1,The Psychology of Teaching and Learning,"Seeks both to demystify the process of teaching and to illuminate its complexities. Assists students with such questions as: What shall I teach? How shall I teach it? Will my students respond? What if I have a discipline problem? Focuses on the teaching-learning process and student behavior, as well as research, theory, and illustrations concerned with classroom applications of psychological principles and ideas. ",63,52.36,4,1,3,0.12698412698412698,12,Enrollment limited to 50.,,,0,,,Enrollment is limited to Graduate level students.
169,social_science,EDUC,EDUC 1520,1,Ethnic Studies & Education,"This course examines and bridges the origins, epistemologies, key concepts, and central questions of the academic field of Ethnic Studies with key questions and issues in the field of education. The course begins with an examination of key events in early U.S. History and the historical and contemporary struggle for Ethnic Studies through a comparative, multiracial lens, followed by analyses of contemporary issues faced by practitioners working in 21st century educational contexts.",72,30.2,0,0,0,0.0,22,,,TRUE,0,,,
170,social_science,EDUC,EDUC 1540,1,Creating Schools,"In this course we will design a school and the school system in which it lives to meet educational goals for students. To inform this process, we will discuss current standards for school and alternative goals, as well as current school structures such as courses, assessments, and teaching requirements, and potential alternative practices. We will directly consider heterogeneity and inequality and how to build a system that is responsive to multiple dimensions of diversity.",74,46.4,0,2,1,0.04054054054054054,23,,,,0,,,
171,social_science,EDUC,EDUC 1760A,1,Beauty Pageants as an American Institution,"Beauty pageants are often ridiculed, and even vilified, in American society. Yet their lasting power—from “There She Is” to Toddlers & Tiaras to pageant waves—is undeniable. What accounts for their enduring power? This course draws on inter-disciplinary scholarship to examine how and why pageantry and American femininity have become linked in the public consciousness as they transformed from beauty contests to the largest source of scholarship money available to women in this country. We will examine how pageantry intersects with major institutions—education, politics, and media.",85,37.5,1,0,0,0.011764705882352941,21,,,,1,,,"Enrollment limited to students with a semester level of 03, 04, 05, 06, 07, 08, 09, 10, 11, 12 or 13."
172,social_science,EDUC,EDUC 2080A,2,Analysis of Teaching: English,,0,206.84,0,0,0,0.0,4,,EDUC 1080A,,0,,,No credit course.
173,social_science,EDUC,EDUC 2080B,2,Analysis of Teaching: History and Social Studies,,0,206.84,0,0,0,0.0,1,,EDUC 1080B,,0,,,No credit course.
174,social_science,EDUC,EDUC 2080C,2,Analysis of Teaching: Science,,0,206.84,0,0,0,0.0,6,,EDUC 1080C,,0,,,No credit course.
175,social_science,EDUC,EDUC 2360,2,Policy Analysis and Program Evaluation for Education,"Informed education policymaking requires reliable information about the causal effects of government programs and other factors shaping educational outcomes. This course offers an overview of education policy analysis with an emphasis on econometric strategies for measuring program impacts. It aims to make students critical consumers of policy evaluations and to equip them with tools to conduct their own research. Topics covered include the politcial context for policy research, social experiments, alternative strategies for making causal inferences, and cost-benefit analysis. ",79,17.54,0,0,1,0.012658227848101266,14,"Prerequisites: EDUC 1110, POLS 1600, SOC 1100, or written permission of the instructor.",,,0,,,
176,social_science,EDUC,EDUC 2370,2,Internship,Students in the Urban Education Policy Master's Program participate in year-long internships in organizations that focus on urban education policy. Each student works with his or her site supervisor to develop a job description for the internship that allows the student to learn from and contribute to the work of the host organization.,53,27.66,0,0,2,0.03773584905660377,Not listed,,,,0,,,Half credit; Enrollment limited to students in the Urban Education Policy (AM) program.
177,social_science,EDUC,EDUC 2390,2,Race and Democracy in Urban Education Policy,"This course will provide a broad introduction to contemporary education policy centered on issues of race/ethnicity and ideas of democracy. Students will begin by engaging theories of democracy and theories of race. The course will then transition to analyzing major education policy debates such as: school desegregation, school finance, teacher evaluation, curriculum development standards, accountability, educator policies (collective bargaining, certification), special education, and the current policy landscape. The course will include final group projects where students apply the theoretical concepts to strategies for school reform, with the neighboring school districts as cases.",92,14.29,0,0,1,0.010869565217391304,17,,,,0,,,Enrollment is limited to Graduate level students.
